"","status_id","created_at","text","source","is_quote","is_retweet","retweet_count","favorite_count","quoted_name"
"ArianaGrande.1400","1020162007583117312",2018-07-20 04:22:30,"@SlPSPETE yes as long as u redeem within 7 days ! sorry i didn’t know this til just now. everybody who has this option should’ve gotten an email. ✉️","Twitter for iPhone",FALSE,FALSE,631,5903,NA
"ArianaGrande.1401","1020160980968493057",2018-07-20 04:18:26,"@childrensgrande i thought it was a glitch but you should get an email explaining why. apparently some people never got their DW signed postcard so this was to make up for that.","Twitter for iPhone",FALSE,FALSE,728,6003,NA
"ArianaGrande.1402","1020160410182463488",2018-07-20 04:16:10,"da shop has been updated https://t.co/OBPTLNIweb","Twitter for iPhone",FALSE,FALSE,4969,36897,NA
"ArianaGrande.1403","1020129301721763840",2018-07-20 02:12:33,"........ they say my system is overloooooaaaaaded","Twitter for iPhone",FALSE,FALSE,7999,73096,NA
"ArianaGrande.1404","1020121391742451712",2018-07-20 01:41:07,"y’all in 29 days https://t.co/T90wd0b2bv","Twitter for iPhone",TRUE,FALSE,5799,44592,"Ariana Grande"
"ArianaGrande.1405","1020120381397651461",2018-07-20 01:37:06,"listening to sweetener mixed &amp; mastered for da first time","Twitter for iPhone",FALSE,FALSE,10103,97276,NA
"ArianaGrande.1406","1020067709076295680",2018-07-19 22:07:48,"uoos ƃuᴉɯoɔ https://t.co/BLs2DbxBIT","Twitter for iPhone",FALSE,FALSE,5909,36800,NA
"ArianaGrande.1407","1020015455413723139",2018-07-19 18:40:10,"I- https://t.co/u9lEQzHDpS","Twitter for iPhone",TRUE,FALSE,7229,63457,"troye"
"ArianaGrande.1408","1019997554799505408",2018-07-19 17:29:02,"@troyesivan remember https://t.co/ih603usXSu","Twitter for iPhone",FALSE,FALSE,4873,31005,NA
"ArianaGrande.1409","1019996336417099776",2018-07-19 17:24:11,"actually https://t.co/UMV7a3Q3zm","Twitter for iPhone",TRUE,FALSE,4761,41357,"troye"
"ArianaGrande.1410","1019975668724125698",2018-07-19 16:02:04,"#dancetothis video out now ! u are my favorite human @troyesivan https://t.co/B4gab5BObO https://t.co/OOL2a5dkra","Twitter for iPhone",FALSE,FALSE,17282,75297,NA
"ArianaGrande.1411","1019964475166875649",2018-07-19 15:17:35,"sick https://t.co/MX41rR8kqF","Twitter for iPhone",TRUE,FALSE,6339,56591,"troye"
"ArianaGrande.1412","1019964387162017792",2018-07-19 15:17:14,"who’s excited for the #dancetothis video today ? @troyesivan i love u https://t.co/DlqluaAqCl","Twitter for iPhone",FALSE,FALSE,9463,68009,NA
"ArianaGrande.1413","1019765098154528768",2018-07-19 02:05:20,"those are still coming the 20th love ! these are jus going up early &amp; on sale for da first 24 hours https://t.co/N8H9UjsCgM","Twitter for iPhone",FALSE,FALSE,3230,27625,NA
"ArianaGrande.1414","1019763729095974918",2018-07-19 01:59:53,"new god is a woman bundles available now https://t.co/fBvTUjaihY https://t.co/5UuNAQ8w85","Twitter for iPhone",FALSE,FALSE,6859,43236,NA
"ArianaGrande.1415","1019763092056694784",2018-07-19 01:57:22,"like ......... momentarily ..... waiting on a text that it’s up https://t.co/pemSu0MxPi","Twitter for iPhone",TRUE,FALSE,2848,26543,"TJ☽"
"ArianaGrande.1416","1019760848900907008",2018-07-19 01:48:27,"honest to god this is the last one https://t.co/B6wQxlAXH5","Twitter for iPhone",TRUE,FALSE,3071,28408,"jana"
"ArianaGrande.1417","1019760332879945729",2018-07-19 01:46:24,"won’t have to wait long isss coming early surprise bye https://t.co/dBu6nTrd0Q","Twitter for iPhone",TRUE,FALSE,3202,28646,"𝐣𝐞𝐬𝐬"
"ArianaGrande.1418","1019759541985169408",2018-07-19 01:43:15,"omg i’ll ask rn. i’m sorry ! they might be prepping for da new bundles to go up. i’m on it sry. https://t.co/oJ5K9wz3ta","Twitter for iPhone",TRUE,FALSE,3023,28305,"Jac💧"
"ArianaGrande.1419","1019735759887257601",2018-07-19 00:08:45,"honestly ? not too fuckin shabby https://t.co/1gMzmtXurX","Twitter for iPhone",FALSE,FALSE,22738,172040,NA
"ArianaGrande.1420","1019721561761370115",2018-07-18 23:12:20,"@mostbutera @braunrl @blazsed @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit idk i liked it","Twitter for iPhone",FALSE,FALSE,466,4471,NA
"ArianaGrande.1421","1019721415631757312",2018-07-18 23:11:45,"@grandemeester it is.","Twitter for iPhone",FALSE,FALSE,559,5273,NA
"ArianaGrande.1422","1019721259079397376",2018-07-18 23:11:08,"love u","Twitter for iPhone",FALSE,FALSE,17701,109460,NA
"ArianaGrande.1423","1019721234060173312",2018-07-18 23:11:02,"@gotwelIsoon @wildsexgrande @blazsed @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit i love u &amp; same","Twitter for iPhone",FALSE,FALSE,419,3958,NA
"ArianaGrande.1424","1019721128640688129",2018-07-18 23:10:37,"@braunrl @blazsed @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit that’s beautiful","Twitter for iPhone",FALSE,FALSE,423,3910,NA
"ArianaGrande.1425","1019721058751074304",2018-07-18 23:10:20,"@wildsexgrande @blazsed @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit me too ! love u","Twitter for iPhone",FALSE,FALSE,407,3864,NA
"ArianaGrande.1426","1019720682287128577",2018-07-18 23:08:50,"@blazsed @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit thank u cutie. the q&amp;a and m&amp;g were so fun. made me miss y’all even more.","Twitter for iPhone",FALSE,FALSE,522,4387,NA
"ArianaGrande.1427","1019720314647965696",2018-07-18 23:07:23,"@leighsometimes @sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit they’re all healthy and happy thank god and the sweetest angels ever. when i get back to La i’ll give you all a full update.","Twitter for iPhone",FALSE,FALSE,517,4222,NA
"ArianaGrande.1428","1019719092738183169",2018-07-18 23:02:31,"@sweetaner @gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit he’s ..... ENORMOUS. and so cute.  at home in la chillin in beverly hills livin his best life.","Twitter for iPhone",FALSE,FALSE,530,4443,NA
"ArianaGrande.1429","1019718525315936256",2018-07-18 23:00:16,"@gracefullyagb @grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit sometimes i’m like ....................... are they okay....?","Twitter for iPhone",FALSE,FALSE,549,4495,NA
"ArianaGrande.1430","1019718131965718528",2018-07-18 22:58:42,"@grandeftiller @Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit u smoking crack?","Twitter for iPhone",FALSE,FALSE,702,4948,NA
"ArianaGrande.1431","1019717724707131392",2018-07-18 22:57:05,"@grandeshonesty @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit cute","Twitter for iPhone",FALSE,FALSE,449,4021,NA
"ArianaGrande.1432","1019717587771551744",2018-07-18 22:56:33,"@betteroffdeIuxe @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit same shit","Twitter for iPhone",FALSE,FALSE,416,3856,NA
"ArianaGrande.1433","1019717537779650560",2018-07-18 22:56:21,"@sweetenerIauren @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit thank u my love","Twitter for iPhone",FALSE,FALSE,431,3890,NA
"ArianaGrande.1434","1019717483828252678",2018-07-18 22:56:08,"@Ieavelonely @arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit they’re killing it as per usual","Twitter for iPhone",FALSE,FALSE,444,3969,NA
"ArianaGrande.1435","1019716403463643138",2018-07-18 22:51:50,"@arianadelighted @duaeiIish @dagoodshit @raindropdeluxe @beyapeshit love u","Twitter for iPhone",FALSE,FALSE,446,3984,NA
"ArianaGrande.1436","1019716234760290304",2018-07-18 22:51:10,"@duaeiIish @dagoodshit @raindropdeluxe @beyapeshit good. love u. this is the best era / life. the others were cute girls but this girl is the cutest and this is the tweet.","Twitter for iPhone",FALSE,FALSE,698,4928,NA
"ArianaGrande.1437","1019715494885109760",2018-07-18 22:48:14,"@dagoodshit @raindropdeluxe @beyapeshit it was during my four months of secrecy and mystery","Twitter for iPhone",FALSE,FALSE,496,4498,NA
"ArianaGrande.1438","1019714983666515969",2018-07-18 22:46:12,"@raindropdeluxe @beyapeshit y’all i wanted to tweet so BAD","Twitter for iPhone",FALSE,FALSE,456,4218,NA
"ArianaGrande.1439","1019714598117822466",2018-07-18 22:44:40,"@grandeleaves no","Twitter for iPhone",FALSE,FALSE,514,4369,NA
"ArianaGrande.1440","1019709971485876225",2018-07-18 22:26:17,"@fwitmeari dis. dis is the tweet. i love u more. always have always will n thas jus tha truth.","Twitter for iPhone",FALSE,FALSE,650,4911,NA
"ArianaGrande.1441","1019709147644821505",2018-07-18 22:23:00,"♡ https://t.co/o3UsUHDrb6 https://t.co/bcM78e3Men","Twitter for iPhone",FALSE,FALSE,4897,33143,NA
"ArianaGrande.1442","1019708156597895168",2018-07-18 22:19:04,"luh u, f r e d oh https://t.co/uZbXXuV64w","Twitter for iPhone",TRUE,FALSE,3013,24101,"Alfredo Flores"
"ArianaGrande.1443","1019700053861195776",2018-07-18 21:46:52,"yo thirty days is that true ? can any of us count or are we all just winging it til we get closer","Twitter for iPhone",FALSE,FALSE,7088,57470,NA
"ArianaGrande.1444","1019696756412616704",2018-07-18 21:33:46,"💍","Twitter for iPhone",FALSE,FALSE,11908,116864,NA
"ArianaGrande.1445","1019696637889974277",2018-07-18 21:33:18,"imma be happy .... happy ... won’t get no cryin from me .. yea","Twitter for iPhone",FALSE,FALSE,8427,51422,NA
"ArianaGrande.1446","1019696168320815104",2018-07-18 21:31:26,"universe must have my back ... fell from the sky into my lap ☁️","Twitter for iPhone",FALSE,FALSE,7936,50649,NA
"ArianaGrande.1447","1019696095444848641",2018-07-18 21:31:08,"no better place orrr time .. look ! how they align","Twitter for iPhone",FALSE,FALSE,5643,39209,NA
"ArianaGrande.1448","1019696036338655232",2018-07-18 21:30:54,"i thought u into my life woah .... look at my mind","Twitter for iPhone",FALSE,FALSE,8389,54321,NA
"ArianaGrande.1449","1019691091518468097",2018-07-18 21:11:15,"lavender https://t.co/vM60WHjtzR","Twitter for iPhone",FALSE,FALSE,27164,176186,NA
"ArianaGrande.1450","1019585353534115840",2018-07-18 14:11:05,"@ajentpossible @comingoflight hi ! just so you know we’re doing a q&amp;a and a meet n greet not a listening today. i jus couldn’t do it. it wasn’t fair to y’all so i told them i preferred a q&amp;a instead. i’m sure imma get in some sort of trouble but i’d rather be fair to all of u. love u. :)","Twitter for iPhone",FALSE,FALSE,1511,9253,NA
"ArianaGrande.1451","1019375004931317760",2018-07-18 00:15:14,"@argrbu ☁️☁️☁️☁️ thank you so much","Twitter for iPhone",FALSE,FALSE,585,6021,NA
"ArianaGrande.1452","1019374908768387073",2018-07-18 00:14:51,"@shadeofari this is the cutest thing i’ve ever read","Twitter for iPhone",FALSE,FALSE,696,6407,NA
"ArianaGrande.1453","1019374571978444800",2018-07-18 00:13:31,"@osnapitzgabyxo @Dazzlingrubius ♡","Twitter for iPhone",FALSE,FALSE,521,5229,NA
"ArianaGrande.1454","1019374480030912513",2018-07-18 00:13:09,"@frecklesbutera me too","Twitter for iPhone",FALSE,FALSE,507,5135,NA
"ArianaGrande.1455","1019374274375815168",2018-07-18 00:12:20,"@grandesrole @Dazzlingrubius thank u babe","Twitter for iPhone",FALSE,FALSE,501,5099,NA
"ArianaGrande.1456","1019374061682556928",2018-07-18 00:11:30,"@Dazzlingrubius no lmao i give y’all everything i have to give but nothing’s up my sleeve this time. god is a woman took everything out of me lmao.","Twitter for iPhone",FALSE,FALSE,704,6230,NA
"ArianaGrande.1457","1019373852416266241",2018-07-18 00:10:40,"@arianaskehlani y’all how many times do i have to tell u she ain’t scrapped","Twitter for iPhone",FALSE,FALSE,699,6085,NA
"ArianaGrande.1458","1019373728797528070",2018-07-18 00:10:10,"@fleekminaj @grandesecIipse @ariuntill i believe soooo. i believe it’s that, the signed bundle and some new face masks which i’ve seen and they’re so sick.","Twitter for iPhone",FALSE,FALSE,660,5642,NA
"ArianaGrande.1459","1019373441856819202",2018-07-18 00:09:02,"@95jjp @ariuntill my god same","Twitter for iPhone",FALSE,FALSE,573,5272,NA
"ArianaGrande.1460","1019373415348817921",2018-07-18 00:08:55,"@JasperButera y’all own mine always &amp; foreva don’t get it twisted","Twitter for iPhone",FALSE,FALSE,662,5385,NA
"ArianaGrande.1461","1019373051639681024",2018-07-18 00:07:29,"@AriBellDaya @ArianaTodayNet @ariuntill i told u cutie ! no more songs til the album but the wait is almost up","Twitter for iPhone",FALSE,FALSE,731,5856,NA
"ArianaGrande.1462","1019372849428037632",2018-07-18 00:06:40,"@notearleftocry @ArianaTodayNet @ariuntill can’t tell u but i’m v excited my love","Twitter for iPhone",FALSE,FALSE,665,5647,NA
"ArianaGrande.1463","1019372669299576832",2018-07-18 00:05:58,"@agsraindrops @ariuntill yes my sweet imy","Twitter for iPhone",FALSE,FALSE,543,5002,NA
"ArianaGrande.1464","1019372579449135104",2018-07-18 00:05:36,"@grandesecIipse @ariuntill no my love just new bundles and the fully revealed tracklist but the bundles are sick af","Twitter for iPhone",FALSE,FALSE,752,5862,NA
"ArianaGrande.1465","1019372411525959680",2018-07-18 00:04:56,"@jonygrandee @ariuntill working on them ! y’all still have some time tho don’t worry !","Twitter for iPhone",FALSE,FALSE,874,6076,NA
"ArianaGrande.1466","1019372258358386688",2018-07-18 00:04:20,"@badhavanas full ass mood","Twitter for iPhone",FALSE,FALSE,532,4986,NA
"ArianaGrande.1467","1019372206252527616",2018-07-18 00:04:07,"@briellexo7 just haunting u","Twitter for iPhone",FALSE,FALSE,496,4774,NA
"ArianaGrande.1468","1019372144013271041",2018-07-18 00:03:52,"@Joey_N13 she’s coming sis","Twitter for iPhone",FALSE,FALSE,573,5137,NA
"ArianaGrande.1469","1019372085557293057",2018-07-18 00:03:38,"@jay63264425 likewise cutie","Twitter for iPhone",FALSE,FALSE,470,4566,NA
"ArianaGrande.1470","1019371992825331712",2018-07-18 00:03:16,"@miranndaxo i love u too","Twitter for iPhone",FALSE,FALSE,550,5210,NA
"ArianaGrande.1471","1019371963213545477",2018-07-18 00:03:09,"@Lord_Dislick hi baby","Twitter for iPhone",FALSE,FALSE,516,5106,NA
"ArianaGrande.1472","1019371945375272960",2018-07-18 00:03:05,"@ariuntill hi whatcha wanna know","Twitter for iPhone",FALSE,FALSE,573,5211,NA
"ArianaGrande.1473","1019296046957154304",2018-07-17 19:01:29,"God Is a Maggie Smith https://t.co/o3UsUHDrb6 https://t.co/uqMeEE7ZxK","Twitter for iPhone",FALSE,FALSE,13196,78382,NA
"ArianaGrande.1474","1019295706622976000",2018-07-17 19:00:08,"♡ https://t.co/uGDT4NovEd https://t.co/K7wXm1sqmw","Twitter for iPhone",FALSE,FALSE,9068,52389,NA
"ArianaGrande.1475","1019071750599053313",2018-07-17 04:10:13,"one month til sweetener https://t.co/o3UsUHDrb6","Twitter for iPhone",FALSE,FALSE,7496,45631,NA
"ArianaGrande.1476","1019064636409372673",2018-07-17 03:41:57,"@Iunanotte u get it. i love u more.","Twitter for iPhone",FALSE,FALSE,685,5963,NA
"ArianaGrande.1477","1019064415059087360",2018-07-17 03:41:04,"@osnapitshailey @wegotnotears absolutely. keep it fucking cute.","Twitter for iPhone",FALSE,FALSE,728,6089,NA
"ArianaGrande.1478","1019064085315571713",2018-07-17 03:39:45,"@wegotnotears forreal. we only sharing our energy with loving beings who GET IT from now on.","Twitter for iPhone",FALSE,FALSE,1090,7357,NA
"ArianaGrande.1479","1019056965710958592",2018-07-17 03:11:28,"i’m so happy and grateful bye","Twitter for iPhone",FALSE,FALSE,23172,133065,NA
"ArianaGrande.1480","1019056683878928384",2018-07-17 03:10:21,"☕️ https://t.co/BpSyFvMcpX","Twitter for iPhone",TRUE,FALSE,6403,51948,"New Covergirl Wet Slicks Fruit Spritzers"
"ArianaGrande.1481","1019045709402787840",2018-07-17 02:26:44,"9am pt thursday @troyesivan https://t.co/PTWgYbbCBg","Twitter for iPhone",FALSE,FALSE,9840,54161,NA
"ArianaGrande.1482","1018989619176787968",2018-07-16 22:43:51,"jg &amp; jg ♡ https://t.co/Lz9Pzlby3i","Twitter for iPhone",FALSE,FALSE,5458,57325,NA
"ArianaGrande.1483","1018926472499785731",2018-07-16 18:32:56,"thank you @mtv #VMAs for the 5 nominations !!! #videooftheyear
#artistoftheyear #bestpop
#bestcinematography
#bestvisualeffects !! so grateful and excited. seeeeee u there !","Twitter for iPhone",FALSE,FALSE,12892,68898,NA
"ArianaGrande.1484","1018912520885755909",2018-07-16 17:37:30,"thirty two days https://t.co/o3UsUHDrb6 https://t.co/HreM0iNiHh","Twitter for iPhone",FALSE,FALSE,10219,61839,NA
"ArianaGrande.1485","1018662546113531904",2018-07-16 01:04:11,"yo remember when nonna set her shirt on fire and then hit this pose https://t.co/oE0wJiL40D","Twitter for iPhone",TRUE,FALSE,8619,79523,"ingrid"
"ArianaGrande.1486","1018602454823395328",2018-07-15 21:05:24,"♡ 🌑🌘 https://t.co/o3UsUHDrb6 https://t.co/P9iOIzwOTt","Twitter for iPhone",FALSE,FALSE,8364,58952,NA
"ArianaGrande.1487","1018601551147995136",2018-07-15 21:01:49,"@DUALIPA ♡","Twitter for iPhone",FALSE,FALSE,4578,40311,NA
"ArianaGrande.1488","1018515209013661697",2018-07-15 15:18:43,"@grandeslite omg @lushcosmetics i’ll do anything","Twitter for iPhone",FALSE,FALSE,1900,12901,NA
"ArianaGrande.1489","1018505564807155713",2018-07-15 14:40:24,"🌑♡ https://t.co/Lxtw1UO43D","Twitter for iPhone",TRUE,FALSE,4942,44190,"hugo"
"ArianaGrande.1490","1018505336528007169",2018-07-15 14:39:29,"yuh https://t.co/ITGmBoXbFn","Twitter for iPhone",TRUE,FALSE,8076,67061,"Madison Beer"
"ArianaGrande.1491","1018317349647273985",2018-07-15 02:12:30,"alexa play god is a woman","Twitter for iPhone",FALSE,FALSE,58453,264538,NA
"ArianaGrande.1492","1018267164904755201",2018-07-14 22:53:05,"mood bc no tears is # 1 at pop and overall radio and bc your response to giaw has left me so speechless. thank u for all your love n support n for allowing me to be myself. i hope my music makes u feel as celebrated as u make me ! i’m like ...... beside myself. thank u carry on. https://t.co/v0BVS1T8KP","Twitter for iPhone",FALSE,FALSE,12543,88619,NA
"ArianaGrande.1493","1018215020986060802",2018-07-14 19:25:53,"omg what a babe thank u sm @charli_xcx https://t.co/AO5Fdao9aZ","Twitter for iPhone",TRUE,FALSE,4606,39783,"Rene"
"ArianaGrande.1494","1018213864691953665",2018-07-14 19:21:17,"♡ 🌑 https://t.co/DhwJe4DFUt","Twitter for iPhone",TRUE,FALSE,3950,30655,"carla"
"ArianaGrande.1495","1018212003788226561",2018-07-14 19:13:53,"thank u angel https://t.co/MdBWPPoq0Y","Twitter for iPhone",TRUE,FALSE,5199,39078,"Sabrina Carpenter"
"ArianaGrande.1496","1018211075815362561",2018-07-14 19:10:12,"@goodnightdeIuxe sick","Twitter for iPhone",FALSE,FALSE,573,4967,NA
"ArianaGrande.1497","1018210890250932224",2018-07-14 19:09:28,"when u try to come for me i keep on flourishing","Twitter for iPhone",FALSE,FALSE,27604,120880,NA
"ArianaGrande.1498","1018210225587879938",2018-07-14 19:06:49,"thank u thank u thank u 🌑🌘 https://t.co/CmtKt1TFgH","Twitter for iPhone",FALSE,FALSE,4094,30077,NA
"ArianaGrande.1499","1018209487893815298",2018-07-14 19:03:53,"love u sis https://t.co/eCWOeJixwu","Twitter for iPhone",TRUE,FALSE,3434,28005,"BIA"
"ArianaGrande.1500","1018209433241911296",2018-07-14 19:03:40,"you’re so sick @alessiacara and i love ur energy sm can’t wait to hug u again https://t.co/qVPtz6Lwqg","Twitter for iPhone",FALSE,FALSE,7892,49439,NA
"ArianaGrande.1501","1018186005445259264",2018-07-14 17:30:35,"🌸🌑 https://t.co/s0ktYOi1Cu","Twitter for iPhone",TRUE,FALSE,3583,29331,"charleigh"
"ArianaGrande.1502","1018185729158021120",2018-07-14 17:29:29,"crying pls https://t.co/PQY7CTX25G","Twitter for iPhone",TRUE,FALSE,3189,26940,"ɐʇᴉdnl"
"ArianaGrande.1503","1018185612736782336",2018-07-14 17:29:01,"i love y’all so fuckin much","Twitter for iPhone",FALSE,FALSE,13729,93470,NA
"ArianaGrande.1504","1018180370825732099",2018-07-14 17:08:11,"oh my bad 34* https://t.co/xBxHt98Kpe","Twitter for iPhone",FALSE,FALSE,3300,31116,NA
"ArianaGrande.1505","1018178081956253696",2018-07-14 16:59:06,"@sweetener yikes didn’t mean to tag u my bad. hope u like my album tho.","Twitter for iPhone",FALSE,FALSE,1269,7384,NA
"ArianaGrande.1506","1018177814565130240",2018-07-14 16:58:02,"soooo what’s ya favorite thing you’ve heard from @sweetener so far and what are you most lookin forward to hearin ? 
36 days 
love u https://t.co/FSeqpqKcCQ","Twitter for iPhone",FALSE,FALSE,7196,52604,NA
"ArianaGrande.1507","1018174931018842112",2018-07-14 16:46:34,"♡ 🙏🏼 https://t.co/uXMn1sY1Is","Twitter for iPhone",TRUE,FALSE,2841,23613,"♡"
"ArianaGrande.1508","1018174776777564160",2018-07-14 16:45:58,"this is so wild thank you so much my babies https://t.co/0bd5FPqygM","Twitter for iPhone",TRUE,FALSE,3643,28515,"dan"
"ArianaGrande.1509","1018164245521936386",2018-07-14 16:04:07,"https://t.co/o3UsUHDrb6 https://t.co/y47xsBaxoI","Twitter for iPhone",FALSE,FALSE,10007,56005,NA
"ArianaGrande.1510","1017983924918775808",2018-07-14 04:07:35,"thank u","Twitter for iPhone",FALSE,FALSE,11170,105943,NA
"ArianaGrande.1511","1017983096724041729",2018-07-14 04:04:18,"https://t.co/o3UsUHDrb6 https://t.co/7o6CCVBYmz","Twitter for iPhone",FALSE,FALSE,11418,66925,NA
"ArianaGrande.1512","1017849343079059458",2018-07-13 19:12:48,"📖 https://t.co/o3UsUHDrb6 https://t.co/XOBdqOSwBe","Twitter for iPhone",FALSE,FALSE,11578,55386,NA
"ArianaGrande.1513","1017848354636787712",2018-07-13 19:08:53,"♡ https://t.co/IIK40LIiIJ","Twitter for iPhone",FALSE,FALSE,5681,37787,NA
"ArianaGrande.1514","1017838593677590528",2018-07-13 18:30:05,"to my fellow goddesses who work their asses off every day to “break the glass ceiling”, this is for you. i respect u and am endlessly inspired by u. pls continue to fuck it up, to be yourself unapologetically &amp; always know how celebrated u are. hope this can be ya anthem 🌑🌘🌘 https://t.co/Kh380CPV1B","Twitter for iPhone",FALSE,FALSE,38338,138561,NA
"ArianaGrande.1515","1017801814576648192",2018-07-13 16:03:57,"‘God Is A Woman’ out now directed by Dave Meyers 🌑🌘🌗 https://t.co/uGDT4NovEd","Twitter for iPhone",FALSE,FALSE,19522,60975,NA
"ArianaGrande.1516","1017798751539392517",2018-07-13 15:51:46,"video in ten i love u","Twitter for iPhone",FALSE,FALSE,8402,73569,NA
"ArianaGrande.1517","1017798716332412929",2018-07-13 15:51:38,"♡ @papermagazine https://t.co/fL35hnzVNd","Twitter for iPhone",FALSE,FALSE,4006,27950,NA
"ArianaGrande.1518","1017797665478897669",2018-07-13 15:47:27,"thank you so much @vmagazine https://t.co/n3RIJeo5ww","Twitter for iPhone",FALSE,FALSE,4858,34786,NA
"ArianaGrande.1519","1017786720484581376",2018-07-13 15:03:58,"one hour ♡ #godisawoman out now https://t.co/o3UsUHDrb6 https://t.co/qzTy47lfzM","Twitter for iPhone",FALSE,FALSE,6976,45068,NA
"ArianaGrande.1520","1017778306660339713",2018-07-13 14:30:32,"goddesses. 🌑🌘🌗🌙☁️ hour n a half. #GodIsAWomanVideo #GodIsAWomanOutNow https://t.co/EiDqAa8wUy","Twitter for iPhone",FALSE,FALSE,12626,71143,NA
"ArianaGrande.1521","1017763538947969024",2018-07-13 13:31:51,"‘God Is A Woman’ out now 🌫 video at noon https://t.co/kgaHLWjUeK https://t.co/vlF0hQz0sL","Twitter for iPhone",FALSE,FALSE,9859,44489,NA
"ArianaGrande.1522","1017763253429198849",2018-07-13 13:30:43,"what a fucking day thank u so much i’m so grateful https://t.co/CSOPiSOYXa","Twitter for iPhone",FALSE,FALSE,6654,52696,NA
"ArianaGrande.1523","1017634773936766976",2018-07-13 05:00:11,"#GodIsAWoman out now https://t.co/o3UsUHDrb6
video at noon https://t.co/NYNdyZRRsw","Twitter for iPhone",FALSE,FALSE,18991,72593,NA
"ArianaGrande.1524","1017625480952983553",2018-07-13 04:23:15,"#GodIsAWoman https://t.co/wpqc8TW97W","Twitter for iPhone",FALSE,FALSE,14029,45841,NA
"ArianaGrande.1525","1017619640212705282",2018-07-13 04:00:03,"‘God Is A Woman’ out now https://t.co/o3UsUHDrb6 https://t.co/XkQOkSqsjy","Twitter for iPhone",FALSE,FALSE,53679,199365,NA
"ArianaGrande.1526","1017611682481364997",2018-07-13 03:28:26,"forreal","Twitter for iPhone",FALSE,FALSE,6623,51912,NA
"ArianaGrande.1527","1017611531272556545",2018-07-13 03:27:50,"jus want u to know how much i love n appreciate every one of u. thank u for the love u show me n joy u bring. i’ll never be able to fully express my gratitude and you’ll truly never know how much u actually mean to me. i cherish nights like this sm. mmmmk.","Twitter for iPhone",FALSE,FALSE,18346,113315,NA
"ArianaGrande.1528","1017608946402684929",2018-07-13 03:17:33,"yea this energy stays. love u so fuckin much. https://t.co/HG5D2vNujS","Twitter for iPhone",TRUE,FALSE,3483,28576,"َ  53"
"ArianaGrande.1529","1017608626997952513",2018-07-13 03:16:17,"i cherish these nights sm. love you. so so soon. https://t.co/YDZ4FWmrGN","Twitter for iPhone",TRUE,FALSE,3199,26240,"pier H"
"ArianaGrande.1530","1017605321013985280",2018-07-13 03:03:09,"an hour https://t.co/o3UsUHDrb6","Twitter for iPhone",FALSE,FALSE,5125,32005,NA
"ArianaGrande.1531","1017575441471811585",2018-07-13 01:04:25,"countdown lit. three hours. #godisawomantonight https://t.co/fQL1Zw0DvF","Twitter for iPhone",FALSE,FALSE,7210,53530,NA
"ArianaGrande.1532","1017561011816206336",2018-07-13 00:07:05,"love you sm","Twitter for iPhone",FALSE,FALSE,12564,89698,NA
"ArianaGrande.1533","1017544596061114369",2018-07-12 23:01:51,"minus a min","Twitter for iPhone",FALSE,FALSE,4314,39077,NA
"ArianaGrande.1534","1017544532387422208",2018-07-12 23:01:36,"five","Twitter for iPhone",FALSE,FALSE,5014,44312,NA
"ArianaGrande.1535","1017530427442126851",2018-07-12 22:05:33,"six #godisawomantonight","Twitter for iPhone",FALSE,FALSE,5702,37519,NA
"ArianaGrande.1536","1017523568043872256",2018-07-12 21:38:17,"we should do this again pls i love u #godisawomantonight","Twitter for iPhone",FALSE,FALSE,4947,34925,NA
"ArianaGrande.1537","1017523232973443078",2018-07-12 21:36:58,"@buteracloudy can’t find it fuck sry ily","Twitter for iPhone",FALSE,FALSE,618,5423,NA
"ArianaGrande.1538","1017522122598608901",2018-07-12 21:32:33,"scott ksjsjsjsjssjjsjsjss i think i have a screen shot https://t.co/iS4lfwy8Vg","Twitter for iPhone",TRUE,FALSE,3170,25491,"ems"
